LEGAL & GENERAL GROUP;0,04%
PIONEER NATURAL RES;0,04%
DISCOVER FINANCIAL;0,04%
DEUTSCHE WOHNEN;0,04%
GALAXY ENTERTAINMENT GRP;0,04%
PAYCOM SOFTWARE;0,04%
AGNICO EAGLE MINES;0,04%
UNI-CHARM CORP;0,04%
INVITATION HOMES;0,04%
NATIONAL BANK OF CANADA;0,04%
ALNYLAM PHARMACEUTICALS;0,04%
SVENSKA HANDELSBK A;0,04%
MERCK KGAA STAMM;0,04%
DOMINOS PIZZA;0,04%
NITORI HOLDINGS CO;0,04%
TYLER TECHNOLOGIES;0,04%
CBRE GROUP;0,04%
CARMAX;0,04%
ASAHI GROUP HOLDINGS;0,04%
AMERISOURCEBERGEN;0,04%
EQUINOR;0,04%
ROGERS COMMUNICATIONS B;0,04%
WOODSIDE PETROLEUM;0,04%
SINGAPORE TELECOM;0,04%
LIBERTY BROADBAND C;0,04%
SKAND,ENSKILDA BANKEN A;0,04%
CK ASSET HOLDINGS;0,04%
AEON CO;0,04%
TELEPERFORMANCE;0,04%
KUBOTA CORP;0,04%
TRACTOR SUPPLY CO;0,04%
HORMEL FOODS CORP;0,03%
KANSAS CITY SOUTHERN;0,03%
EVERGY;0,03%
TEVA PHARMA IND ADR;0,03%
ZEBRA TECHNOLOGIES A;0,03%
LEIDOS HOLDINGS;0,03%
VULCAN MATERIALS CO;0,03%
SGS;0,03%
KKR & CO A;0,03%
M & T BANK CORP;0,03%
SUMITOMO CORP;0,03%
CELLNEX TELECOM;0,03%
DOVER CORP;0,03%
SYMRISE;0,03%
ATLAS COPCO B;0,03%
FIFTH THIRD BANCORP;0,03%
STERIS;0,03%
BROADRIDGE FINANCIAL;0,03%
HOLOGIC;0,03%
DAIWA HOUSE INDUSTRY;0,03%
COLES;0,03%
TIFFANY & CO;0,03%
GRAINGER (WW);0,03%
PEMBINA PIPELINE;0,03%
HARTFORD FINANCIAL SVCS;0,03%
NOMURA HOLDINGS;0,03%
HENRY (JACK) & ASSOCIATE;0,03%
CARLSBERG B;0,03%
SHIMANO;0,03%
DAI ICHI LIFE HOLDINGS;0,03%
NASDAQ;0,03%
ASHTEAD GROUP;0,03%
INTACT FINANCIAL;0,03%
BURLINGTON STORES;0,03%
SUBARU CORPORATION;0,03%
STANDARD CHARTERED;0,03%
FREEPORT MCMORAN B;0,03%
SS&C TECHNOLOGIES HLDGS;0,03%
GODADDY A;0,03%
REPSOL;0,03%
KBC GROUPE;0,03%
SWISSCOM;0,03%
ARISTA NETWORKS;0,03%
MID-AMERICA APARTMENT;0,03%
HESS;0,03%
TELEDYNE TECHNOLOGIES;0,03%
FERROVIAL;0,03%
SYSMEX CORP;0,03%
VENTAS;0,03%
BT GROUP;0,03%
SARTORIUS VORZUG;0,03%
JM SMUCKER CO;0,03%
SUN COMMUNITIES;0,03%
JUST EAT TAKEAWAY.COM;0,03%
BOSTON PROPERTIES;0,03%
DNB;0,03%
MS&AD INSURANCE GROUP;0,03%
ULTA BEAUTY;0,03%
MASCO CORP;0,03%
DUKE REALTY CORP;0,03%
SUZUKI MOTOR CORP;0,03%
GARMIN;0,03%
INTERNATIONAL PAPER;0,03%
EPAM SYSTEMS;0,03%
HEALTHPEAK PROPERTIES;0,03%
WESTERN DIGITAL;0,03%
OCADO GROUP;0,03%
EXPEDITORS INTL OF WASH;0,03%
FMC CORP;0,03%
NUCOR CORP;0,03%
EXTRA SPACE STORAGE;0,03%
VMWARE A;0,03%
MAGNA INTERNATIONAL;0,03%
TRADE DESK A;0,03%
HENNES & MAURITZ B;0,03%
EXACT SCIENCES CORP;0,03%
HEWLETT PACKARD ENT CO;0,03%
CHECK POINT SOFTW (USD);0,03%
ATMOS ENERGY CORP;0,03%
UCB (GROUPE);0,03%
SOCIETE GENERALE;0,03%
TDK CORP;0,03%
OMRON CORP;0,03%
WATERS CORP;0,03%
AVIVA;0,03%
NORTONLIFELOCK;0,03%
MARKEL CORP;0,03%
WIRECARD;0,03%
OCCIDENTAL PETROLEUM;0,03%
GENUINE PARTS CO;0,03%
DELIVERY HERO;0,03%
OBIC CO;0,03%
SEAGATE TECHNOLOGY;0,03%
TELADOC HEALTH;0,03%
TECHTRONIC INDUSTRIES CO;0,03%
MARTIN MARIETTA MATRLS;0,03%
MASIMO;0,03%
BRAMBLES;0,03%
ALLIANT ENERGY CORP;0,03%
QORVO;0,03%
VIACOMCBS B;0,03%
OMNICOM GROUP;0,03%
IDEX CORP;0,03%
HANG SENG BANK;0,03%
SONOVA HOLDING;0,03%
EDP ENERGIAS DE PORTUGAL;0,03%
CATALENT;0,03%
VEOLIA ENVIRONNEMENT;0,03%
DELL TECHNOLOGIES C;0,03%
THOMSON REUTERS CORP;0,03%
FAIR ISAAC CORP;0,03%
XYLEM;0,03%
INSULET CORP;0,03%
SWEDISH MATCH;0,03%
SOMPO HOLDINGS;0,03%
ARCH CAPITAL GROUP;0,03%
JXTG HOLDINGS;0,03%
NOVOZYMES B;0,03%
SEKISUI HOUSE;0,03%
SYNCHRONY FINANCIAL;0,03%
SWEDBANK;0,03%
FACTSET RESEARCH SYSTEMS;0,03%
CBOE GLOBAL MARKETS;0,03%
ASX;0,03%
SEGRO;0,03%
BLACK KNIGHT;0,03%
KEYCORP;0,03%
RENTOKIL INITIAL;0,03%
SLACK TECHNOLOGIES A;0,03%
