FINNING INTL;0.040700%
A2A;0.040647%
CLOUDERA;0.040638%
COMFORTDELGRO;0.040619%
FEDERATED HERMES B;0.040508%
ORORA;0.040479%
ENSIGN GROUP (THE);0.040441%
TECHNOPRO HOLDINGS;0.040290%
SAWAI PHARMA CO;0.040283%
ACCIONA;0.040280%
ESCO TECHNOLOGIES;0.040261%
ACTIVIA PROPERTIES;0.040250%
OVINTIV(US);0.040212%
KINDEN CORP;0.040204%
WORLD WRESTLING ENTMT A;0.040193%
VISHAY INTERTECHNOLOGY;0.040143%
INOVIO PHARMACEUTICALS;0.039998%
CA IMMOBILIEN ANLAGEN;0.039981%
UNIQURE (US);0.039775%
WATTS WATER TECHNOLOGIES;0.039760%
CNO FINANCIAL GROUP;0.039747%
BALFOUR BEATTY;0.039738%
JOHN LAING GROUP;0.039733%
VICTREX;0.039697%
ABM INDUSTRIES;0.039687%
PENNYMAC FINL SERVICES;0.039650%
MACQUARIE INFRA CORP;0.039565%
SINCH;0.039527%
DECIPHERA PHARMA;0.039466%
EZAKI GLICO CO;0.039462%
VISTRY GROUP;0.039460%
RATIONAL;0.039440%
EBARA CORP;0.039439%
SYNAPTICS;0.039368%
LONDONMETRIC PROPERTY;0.039357%
AXSOME THERAPEUTICS;0.039340%
SENSIENT TECHNOLOGIES;0.039281%
PREMIUM BRANDS HOLDINGS;0.039252%
HOWARD HUGHES CORP (THE);0.039210%
IROBOT CORP;0.039199%
AF POYRY;0.039154%
CHORUS;0.039109%
OZ MINERALS;0.039077%
SOTETSU HOLDINGS;0.039073%
CLEVELAND CLIFFS;0.039059%
S.O.I.T.E.C.;0.039021%
DIODES;0.038941%
MINERAL RESOURCES;0.038883%
EXLSERVICE HOLDINGS;0.038871%
CONMED CORP;0.038862%
PIEDMONT OFF RLTY TRU A;0.038805%
MORI HILLS REIT INV CO;0.038786%
BEIJER REF B;0.038725%
LENDINGTREE INC A;0.038683%
OUTFRONT MEDIA;0.038666%
CAPITAL POWER;0.038593%
AMN HEALTHCARE SERVICES;0.038539%
